home_team,away_team,home_team_goal_count,away_team_goal_count,xg_home,xg_away,home_win,xg_diff,factor_casa,roi_home
Freiburg,Hamburg,2,1,0.0,0.0,1,0.0,1.0,0.0
Heidenheim,FC Koln,2,2,0.0,0.0,0,0.0,1.0,0.0
Union Berlin,Mainz,2,2,0.0,0.0,0,0.0,1.0,0.0
Leverkusen,Stuttgart,1,4,0.0,0.0,0,0.0,1.0,0.0
M'gladbach,Augsburg,4,0,0.0,0.0,1,0.0,1.0,0.0
Bayern Munich,Wolfsburg,8,1,0.0,0.0,1,0.0,1.0,0.0
Stuttgart,Ein Frankfurt,3,2,0.0,0.0,1,0.0,1.0,0.0
Dortmund,Werder Bremen,3,0,0.0,0.0,1,0.0,1.0,0.0
Mainz,Heidenheim,2,1,0.0,0.0,1,0.0,1.0,0.0
Wolfsburg,St Pauli,2,1,0.0,0.0,1,0.0,1.0,0.0
FC Koln,Bayern Munich,1,3,0.0,0.0,0,0.0,1.0,0.0
Hoffenheim,M'gladbach,5,1,0.0,0.0,1,0.0,1.0,0.0
RB Leipzig,Freiburg,2,0,0.0,0.0,1,0.0,1.0,0.0
Augsburg,Union Berlin,1,1,0.0,0.0,0,0.0,1.0,0.0
Werder Bremen,Ein Frankfurt,3,3,0.0,0.0,0,0.0,1.0,0.0
Dortmund,St Pauli,3,2,0.0,0.0,1,0.0,1.0,0.0
FC Koln,Mainz,2,1,0.0,0.0,1,0.0,1.0,0.0
Hamburg,M'gladbach,0,0,0.0,0.0,0,0.0,1.0,0.0
Hoffenheim,Leverkusen,1,0,0.0,0.0,1,0.0,1.0,0.0
Wolfsburg,Heidenheim,1,1,0.0,0.0,0,0.0,1.0,0.0
RB Leipzig,Bayern Munich,1,5,0.0,0.0,0,0.0,1.0,0.0
Stuttgart,Union Berlin,1,1,0.0,0.0,0,0.0,1.0,0.0
Augsburg,Freiburg,2,2,0.0,0.0,0,0.0,1.0,0.0
St Pauli,Hamburg,0,0,0.0,0.0,0,0.0,1.0,0.0
Bayern Munich,Augsburg,1,2,0.0,0.0,0,0.0,1.0,0.0
Ein Frankfurt,Hoffenheim,1,3,0.0,0.0,0,0.0,1.0,0.0
Heidenheim,RB Leipzig,0,3,0.0,0.0,0,0.0,1.0,0.0
Leverkusen,Werder Bremen,1,0,0.0,0.0,1,0.0,1.0,0.0
Mainz,Wolfsburg,3,1,0.0,0.0,1,0.0,1.0,0.0
Union Berlin,Dortmund,0,3,0.0,0.0,0,0.0,1.0,0.0
M'gladbach,Stuttgart,0,3,0.0,0.0,0,0.0,1.0,0.0
Freiburg,FC Koln,2,1,0.0,0.0,1,0.0,1.0,0.0
St Pauli,RB Leipzig,1,1,0.0,0.0,0,0.0,1.0,0.0
Werder Bremen,Hoffenheim,0,2,0.0,0.0,0,0.0,1.0,0.0
FC Koln,Wolfsburg,1,0,0.0,0.0,1,0.0,1.0,0.0
Augsburg,St Pauli,2,1,0.0,0.0,1,0.0,1.0,0.0
Ein Frankfurt,Leverkusen,1,3,0.0,0.0,0,0.0,1.0,0.0
Hoffenheim,Union Berlin,3,1,0.0,0.0,1,0.0,1.0,0.0
RB Leipzig,Mainz,1,2,0.0,0.0,0,0.0,1.0,0.0
Werder Bremen,M'gladbach,1,1,0.0,0.0,0,0.0,1.0,0.0
Hamburg,Bayern Munich,2,2,0.0,0.0,0,0.0,1.0,0.0
Stuttgart,Freiburg,1,0,0.0,0.0,1,0.0,1.0,0.0
Dortmund,Heidenheim,3,2,0.0,0.0,1,0.0,1.0,0.0
Union Berlin,Ein Frankfurt,1,1,0.0,0.0,0,0.0,1.0,0.0
Freiburg,Werder Bremen,1,0,0.0,0.0,1,0.0,1.0,0.0
Heidenheim,Hamburg,0,2,0.0,0.0,0,0.0,1.0,0.0
Mainz,Augsburg,2,0,0.0,0.0,1,0.0,1.0,0.0
St Pauli,Stuttgart,2,1,0.0,0.0,1,0.0,1.0,0.0
Wolfsburg,Dortmund,1,2,0.0,0.0,0,0.0,1.0,0.0
M'gladbach,Leverkusen,1,1,0.0,0.0,0,0.0,1.0,0.0
FC Koln,RB Leipzig,1,2,0.0,0.0,0,0.0,1.0,0.0
Bayern Munich,Hoffenheim,5,1,0.0,0.0,1,0.0,1.0,0.0
Dortmund,Mainz,4,0,0.0,0.0,1,0.0,1.0,0.0
Ein Frankfurt,M'gladbach,3,0,0.0,0.0,1,0.0,1.0,0.0
Hamburg,Union Berlin,3,2,0.0,0.0,1,0.0,1.0,0.0
Hoffenheim,Freiburg,3,0,0.0,0.0,1,0.0,1.0,0.0
Leverkusen,St Pauli,4,0,0.0,0.0,1,0.0,1.0,0.0
Werder Bremen,Bayern Munich,0,3,0.0,0.0,0,0.0,1.0,0.0
Stuttgart,FC Koln,3,1,0.0,0.0,1,0.0,1.0,0.0
Augsburg,Heidenheim,1,0,0.0,0.0,1,0.0,1.0,0.0
RB Leipzig,Wolfsburg,2,2,0.0,0.0,0,0.0,1.0,0.0
Mainz,Hamburg,1,1,0.0,0.0,0,0.0,1.0,0.0
Bayern Munich,Ein Frankfurt,3,2,0.0,0.0,1,0.0,1.0,0.0
FC Koln,Hoffenheim,2,2,0.0,0.0,0,0.0,1.0,0.0
Union Berlin,Leverkusen,1,0,0.0,0.0,1,0.0,1.0,0.0
Wolfsburg,Augsburg,2,3,0.0,0.0,0,0.0,1.0,0.0
RB Leipzig,Dortmund,2,2,0.0,0.0,0,0.0,1.0,0.0
Freiburg,M'gladbach,2,1,0.0,0.0,1,0.0,1.0,0.0
St Pauli,Werder Bremen,2,1,0.0,0.0,1,0.0,1.0,0.0
Heidenheim,Stuttgart,3,3,0.0,0.0,0,0.0,1.0,0.0
Augsburg,FC Koln,2,0,0.0,0.0,1,0.0,1.0,0.0
Hoffenheim,St Pauli,0,1,0.0,0.0,0,0.0,1.0,0.0
Leverkusen,Mainz,1,1,0.0,0.0,0,0.0,1.0,0.0
M'gladbach,Union Berlin,1,0,0.0,0.0,1,0.0,1.0,0.0
Werder Bremen,Heidenheim,2,0,0.0,0.0,1,0.0,1.0,0.0
Dortmund,Bayern Munich,2,3,0.0,0.0,0,0.0,1.0,0.0
Stuttgart,Wolfsburg,4,0,0.0,0.0,1,0.0,1.0,0.0
Ein Frankfurt,Freiburg,2,0,0.0,0.0,1,0.0,1.0,0.0
Hamburg,RB Leipzig,1,2,0.0,0.0,0,0.0,1.0,0.0
Hamburg,Leverkusen,0,1,0.0,0.0,0,0.0,1.0,0.0
Bayern Munich,M'gladbach,4,1,0.0,0.0,1,0.0,1.0,0.0
Freiburg,Leverkusen,3,3,0.0,0.0,0,0.0,1.0,0.0
Heidenheim,Hoffenheim,2,4,0.0,0.0,0,0.0,1.0,0.0
Mainz,Stuttgart,2,2,0.0,0.0,0,0.0,1.0,0.0
RB Leipzig,Augsburg,2,1,0.0,0.0,1,0.0,1.0,0.0
Wolfsburg,Hamburg,1,2,0.0,0.0,0,0.0,1.0,0.0
FC Koln,Dortmund,1,2,0.0,0.0,0,0.0,1.0,0.0
St Pauli,Ein Frankfurt,0,0,0.0,0.0,0,0.0,1.0,0.0
Union Berlin,Werder Bremen,1,4,0.0,0.0,0,0.0,1.0,0.0
M'gladbach,St Pauli,2,0,0.0,0.0,1,0.0,1.0,0.0
Dortmund,Augsburg,2,0,0.0,0.0,1,0.0,1.0,0.0
Ein Frankfurt,Heidenheim,1,0,0.0,0.0,1,0.0,1.0,0.0
Hoffenheim,Wolfsburg,1,1,0.0,0.0,0,0.0,1.0,0.0
Leverkusen,Bayern Munich,1,1,0.0,0.0,0,0.0,1.0,0.0
Hamburg,FC Koln,1,1,0.0,0.0,0,0.0,1.0,0.0
Werder Bremen,Mainz,0,2,0.0,0.0,0,0.0,1.0,0.0
Freiburg,Union Berlin,0,1,0.0,0.0,0,0.0,1.0,0.0
Stuttgart,RB Leipzig,1,0,0.0,0.0,1,0.0,1.0,0.0
RB Leipzig,Hoffenheim,5,0,0.0,0.0,1,0.0,1.0,0.0
Bayern Munich,Union Berlin,4,0,0.0,0.0,1,0.0,1.0,0.0
FC Koln,M'gladbach,3,3,0.0,0.0,0,0.0,1.0,0.0
Heidenheim,Leverkusen,3,3,0.0,0.0,0,0.0,1.0,0.0
Wolfsburg,Werder Bremen,0,1,0.0,0.0,0,0.0,1.0,0.0
Dortmund,Hamburg,3,2,0.0,0.0,1,0.0,1.0,0.0
Mainz,Ein Frankfurt,2,1,0.0,0.0,1,0.0,1.0,0.0
St Pauli,Freiburg,1,2,0.0,0.0,0,0.0,1.0,0.0
Augsburg,Stuttgart,2,5,0.0,0.0,0,0.0,1.0,0.0
Genoa,Lecce,0,0,0.0,0.0,0,0.0,1.0,0.0
Sassuolo,Napoli,0,2,0.0,0.0,0,0.0,1.0,0.0
Milan,Cremonese,1,2,0.0,0.0,0,0.0,1.0,0.0
Roma,Bologna,1,0,0.0,0.0,1,0.0,1.0,0.0
Cagliari,Fiorentina,1,1,0.0,0.0,0,0.0,1.0,0.0
Como,Lazio,2,0,0.0,0.0,1,0.0,1.0,0.0
Atalanta,Pisa,1,1,0.0,0.0,0,0.0,1.0,0.0
Juventus,Parma,2,0,0.0,0.0,1,0.0,1.0,0.0
Udinese,Verona,1,1,0.0,0.0,0,0.0,1.0,0.0
Inter,Torino,5,0,0.0,0.0,1,0.0,1.0,0.0
Cremonese,Sassuolo,3,2,0.0,0.0,1,0.0,1.0,0.0
Lecce,Milan,0,2,0.0,0.0,0,0.0,1.0,0.0
Bologna,Como,1,0,0.0,0.0,1,0.0,1.0,0.0
Parma,Atalanta,1,1,0.0,0.0,0,0.0,1.0,0.0
Napoli,Cagliari,1,0,0.0,0.0,1,0.0,1.0,0.0
Pisa,Roma,0,1,0.0,0.0,0,0.0,1.0,0.0
Genoa,Juventus,0,1,0.0,0.0,0,0.0,1.0,0.0
Torino,Fiorentina,0,0,0.0,0.0,0,0.0,1.0,0.0
Inter,Udinese,1,2,0.0,0.0,0,0.0,1.0,0.0
Lazio,Verona,4,0,0.0,0.0,1,0.0,1.0,0.0
Cagliari,Parma,2,0,0.0,0.0,1,0.0,1.0,0.0
Juventus,Inter,4,3,0.0,0.0,1,0.0,1.0,0.0
Fiorentina,Napoli,1,3,0.0,0.0,0,0.0,1.0,0.0
Roma,Torino,0,1,0.0,0.0,0,0.0,1.0,0.0
Atalanta,Lecce,4,1,0.0,0.0,1,0.0,1.0,0.0
Pisa,Udinese,0,1,0.0,0.0,0,0.0,1.0,0.0
Sassuolo,Lazio,1,0,0.0,0.0,1,0.0,1.0,0.0
Milan,Bologna,1,0,0.0,0.0,1,0.0,1.0,0.0
Verona,Cremonese,0,0,0.0,0.0,0,0.0,1.0,0.0
Como,Genoa,1,1,0.0,0.0,0,0.0,1.0,0.0
Lecce,Cagliari,1,2,0.0,0.0,0,0.0,1.0,0.0
Bologna,Genoa,2,1,0.0,0.0,1,0.0,1.0,0.0
Verona,Juventus,1,1,0.0,0.0,0,0.0,1.0,0.0
Udinese,Milan,0,3,0.0,0.0,0,0.0,1.0,0.0
Lazio,Roma,0,1,0.0,0.0,0,0.0,1.0,0.0
Cremonese,Parma,0,0,0.0,0.0,0,0.0,1.0,0.0
Torino,Atalanta,0,3,0.0,0.0,0,0.0,1.0,0.0
Fiorentina,Como,1,2,0.0,0.0,0,0.0,1.0,0.0
Inter,Sassuolo,2,1,0.0,0.0,1,0.0,1.0,0.0
Napoli,Pisa,3,2,0.0,0.0,1,0.0,1.0,0.0
Como,Cremonese,1,1,0.0,0.0,0,0.0,1.0,0.0
Juventus,Atalanta,1,1,0.0,0.0,0,0.0,1.0,0.0
Cagliari,Inter,0,2,0.0,0.0,0,0.0,1.0,0.0
Sassuolo,Udinese,3,1,0.0,0.0,1,0.0,1.0,0.0
Pisa,Fiorentina,0,0,0.0,0.0,0,0.0,1.0,0.0
Roma,Verona,2,0,0.0,0.0,1,0.0,1.0,0.0
Lecce,Bologna,2,2,0.0,0.0,0,0.0,1.0,0.0
Milan,Napoli,2,1,0.0,0.0,1,0.0,1.0,0.0
Parma,Torino,2,1,0.0,0.0,1,0.0,1.0,0.0
Genoa,Lazio,0,3,0.0,0.0,0,0.0,1.0,0.0
Verona,Sassuolo,0,1,0.0,0.0,0,0.0,1.0,0.0
Lazio,Torino,3,3,0.0,0.0,0,0.0,1.0,0.0
Parma,Lecce,0,1,0.0,0.0,0,0.0,1.0,0.0
Inter,Cremonese,4,1,0.0,0.0,1,0.0,1.0,0.0
Atalanta,Como,1,1,0.0,0.0,0,0.0,1.0,0.0
Udinese,Cagliari,1,1,0.0,0.0,0,0.0,1.0,0.0
Bologna,Pisa,4,0,0.0,0.0,1,0.0,1.0,0.0
Fiorentina,Roma,1,2,0.0,0.0,0,0.0,1.0,0.0
Napoli,Genoa,2,1,0.0,0.0,1,0.0,1.0,0.0
Juventus,Milan,0,0,0.0,0.0,0,0.0,1.0,0.0
Lecce,Sassuolo,0,0,0.0,0.0,0,0.0,1.0,0.0
Pisa,Verona,0,0,0.0,0.0,0,0.0,1.0,0.0
Torino,Napoli,1,0,0.0,0.0,1,0.0,1.0,0.0
Roma,Inter,0,1,0.0,0.0,0,0.0,1.0,0.0
Como,Juventus,2,0,0.0,0.0,1,0.0,1.0,0.0
Cagliari,Bologna,0,2,0.0,0.0,0,0.0,1.0,0.0
Genoa,Parma,0,0,0.0,0.0,0,0.0,1.0,0.0
Atalanta,Lazio,0,0,0.0,0.0,0,0.0,1.0,0.0
Milan,Fiorentina,2,1,0.0,0.0,1,0.0,1.0,0.0
Cremonese,Udinese,1,1,0.0,0.0,0,0.0,1.0,0.0
Milan,Pisa,2,2,0.0,0.0,0,0.0,1.0,0.0
Parma,Como,0,0,0.0,0.0,0,0.0,1.0,0.0
Udinese,Lecce,3,2,0.0,0.0,1,0.0,1.0,0.0
Napoli,Inter,3,1,0.0,0.0,1,0.0,1.0,0.0
Cremonese,Atalanta,1,1,0.0,0.0,0,0.0,1.0,0.0
Torino,Genoa,2,1,0.0,0.0,1,0.0,1.0,0.0
Sassuolo,Roma,0,1,0.0,0.0,0,0.0,1.0,0.0
Verona,Cagliari,2,2,0.0,0.0,0,0.0,1.0,0.0
Fiorentina,Bologna,2,2,0.0,0.0,0,0.0,1.0,0.0
Lazio,Juventus,1,0,0.0,0.0,1,0.0,1.0,0.0
Lecce,Napoli,0,1,0.0,0.0,0,0.0,1.0,0.0
Atalanta,Milan,1,1,0.0,0.0,0,0.0,1.0,0.0
Como,Verona,3,1,0.0,0.0,1,0.0,1.0,0.0
Juventus,Udinese,3,1,0.0,0.0,1,0.0,1.0,0.0
Roma,Parma,2,1,0.0,0.0,1,0.0,1.0,0.0
Bologna,Torino,0,0,0.0,0.0,0,0.0,1.0,0.0
Genoa,Cremonese,0,2,0.0,0.0,0,0.0,1.0,0.0
Inter,Fiorentina,3,0,0.0,0.0,1,0.0,1.0,0.0
Cagliari,Sassuolo,1,2,0.0,0.0,0,0.0,1.0,0.0
Pisa,Lazio,0,0,0.0,0.0,0,0.0,1.0,0.0
Udinese,Atalanta,1,0,0.0,0.0,1,0.0,1.0,0.0
Napoli,Como,0,0,0.0,0.0,0,0.0,1.0,0.0
Cremonese,Juventus,1,2,0.0,0.0,0,0.0,1.0,0.0
Verona,Inter,1,2,0.0,0.0,0,0.0,1.0,0.0
Fiorentina,Lecce,0,1,0.0,0.0,0,0.0,1.0,0.0
Torino,Pisa,2,2,0.0,0.0,0,0.0,1.0,0.0
Parma,Bologna,1,3,0.0,0.0,0,0.0,1.0,0.0
Milan,Roma,1,0,0.0,0.0,1,0.0,1.0,0.0
Sassuolo,Genoa,1,2,0.0,0.0,0,0.0,1.0,0.0
Lazio,Cagliari,2,0,0.0,0.0,1,0.0,1.0,0.0
Pisa,Cremonese,1,0,0.0,0.0,1,0.0,1.0,0.0
Como,Cagliari,0,0,0.0,0.0,0,0.0,1.0,0.0
Lecce,Verona,0,0,0.0,0.0,0,0.0,1.0,0.0
Juventus,Torino,0,0,0.0,0.0,0,0.0,1.0,0.0
Parma,Milan,2,2,0.0,0.0,0,0.0,1.0,0.0
Atalanta,Sassuolo,0,3,0.0,0.0,0,0.0,1.0,0.0
Bologna,Napoli,2,0,0.0,0.0,1,0.0,1.0,0.0
Genoa,Fiorentina,2,2,0.0,0.0,0,0.0,1.0,0.0
Roma,Udinese,2,0,0.0,0.0,1,0.0,1.0,0.0
Inter,Lazio,2,0,0.0,0.0,1,0.0,1.0,0.0
Cagliari,Genoa,3,3,0.0,0.0,0,0.0,1.0,0.0
Udinese,Bologna,0,3,0.0,0.0,0,0.0,1.0,0.0
Fiorentina,Juventus,1,1,0.0,0.0,0,0.0,1.0,0.0
Napoli,Atalanta,3,1,0.0,0.0,1,0.0,1.0,0.0
Verona,Parma,1,2,0.0,0.0,0,0.0,1.0,0.0
Cremonese,Roma,1,3,0.0,0.0,0,0.0,1.0,0.0
Lazio,Lecce,2,0,0.0,0.0,1,0.0,1.0,0.0
Inter,Milan,0,1,0.0,0.0,0,0.0,1.0,0.0
Torino,Como,1,5,0.0,0.0,0,0.0,1.0,0.0
Sassuolo,Pisa,2,2,0.0,0.0,0,0.0,1.0,0.0
Como,Sassuolo,2,0,0.0,0.0,1,0.0,1.0,0.0
Genoa,Verona,2,1,0.0,0.0,1,0.0,1.0,0.0
Parma,Udinese,0,2,0.0,0.0,0,0.0,1.0,0.0
Juventus,Cagliari,2,1,0.0,0.0,1,0.0,1.0,0.0
Milan,Lazio,1,0,0.0,0.0,1,0.0,1.0,0.0
Lecce,Torino,2,1,0.0,0.0,1,0.0,1.0,0.0
Pisa,Inter,0,2,0.0,0.0,0,0.0,1.0,0.0
Atalanta,Fiorentina,2,0,0.0,0.0,1,0.0,1.0,0.0
Roma,Napoli,0,1,0.0,0.0,0,0.0,1.0,0.0
Bologna,Cremonese,1,3,0.0,0.0,0,0.0,1.0,0.0
Sassuolo,Fiorentina,3,1,0.0,0.0,1,0.0,1.0,0.0
Inter,Como,4,0,0.0,0.0,1,0.0,1.0,0.0
Verona,Atalanta,3,1,0.0,0.0,1,0.0,1.0,0.0
Cremonese,Lecce,2,0,0.0,0.0,1,0.0,1.0,0.0
Cagliari,Roma,1,0,0.0,0.0,1,0.0,1.0,0.0
Lazio,Bologna,1,1,0.0,0.0,0,0.0,1.0,0.0
Napoli,Juventus,2,1,0.0,0.0,1,0.0,1.0,0.0
Pisa,Parma,0,1,0.0,0.0,0,0.0,1.0,0.0
Udinese,Genoa,1,2,0.0,0.0,0,0.0,1.0,0.0
Torino,Milan,2,3,0.0,0.0,0,0.0,1.0,0.0
Lecce,Pisa,1,0,0.0,0.0,1,0.0,1.0,0.0
Torino,Cremonese,1,0,0.0,0.0,1,0.0,1.0,0.0
Parma,Lazio,0,1,0.0,0.0,0,0.0,1.0,0.0
Atalanta,Cagliari,2,1,0.0,0.0,1,0.0,1.0,0.0
Milan,Sassuolo,2,2,0.0,0.0,0,0.0,1.0,0.0
Fiorentina,Verona,1,2,0.0,0.0,0,0.0,1.0,0.0
Udinese,Napoli,1,0,0.0,0.0,1,0.0,1.0,0.0
Genoa,Inter,1,2,0.0,0.0,0,0.0,1.0,0.0
Bologna,Juventus,0,1,0.0,0.0,0,0.0,1.0,0.0
Roma,Como,1,0,0.0,0.0,1,0.0,1.0,0.0
Lazio,Cremonese,0,0,0.0,0.0,0,0.0,1.0,0.0
Juventus,Roma,2,1,0.0,0.0,1,0.0,1.0,0.0
Cagliari,Pisa,2,2,0.0,0.0,0,0.0,1.0,0.0
Sassuolo,Torino,0,1,0.0,0.0,0,0.0,1.0,0.0
Fiorentina,Udinese,5,1,0.0,0.0,1,0.0,1.0,0.0
Genoa,Atalanta,0,1,0.0,0.0,0,0.0,1.0,0.0
Parma,Fiorentina,1,0,0.0,0.0,1,0.0,1.0,0.0
Lecce,Como,0,3,0.0,0.0,0,0.0,1.0,0.0
Torino,Cagliari,1,2,0.0,0.0,0,0.0,1.0,0.0
Udinese,Lazio,1,1,0.0,0.0,0,0.0,1.0,0.0
Pisa,Juventus,0,2,0.0,0.0,0,0.0,1.0,0.0
Milan,Verona,3,0,0.0,0.0,1,0.0,1.0,0.0
Cremonese,Napoli,0,2,0.0,0.0,0,0.0,1.0,0.0
Bologna,Sassuolo,1,1,0.0,0.0,0,0.0,1.0,0.0
Atalanta,Inter,0,1,0.0,0.0,0,0.0,1.0,0.0
Roma,Genoa,3,1,0.0,0.0,1,0.0,1.0,0.0
Cagliari,Milan,0,1,0.0,0.0,0,0.0,1.0,0.0
Como,Udinese,1,0,0.0,0.0,1,0.0,1.0,0.0
Genoa,Pisa,1,1,0.0,0.0,0,0.0,1.0,0.0
Sassuolo,Parma,1,1,0.0,0.0,0,0.0,1.0,0.0
Juventus,Lecce,1,1,0.0,0.0,0,0.0,1.0,0.0
Atalanta,Roma,1,0,0.0,0.0,1,0.0,1.0,0.0
Lazio,Napoli,0,2,0.0,0.0,0,0.0,1.0,0.0
Fiorentina,Cremonese,1,0,0.0,0.0,1,0.0,1.0,0.0
Verona,Torino,0,3,0.0,0.0,0,0.0,1.0,0.0
Inter,Bologna,3,1,0.0,0.0,1,0.0,1.0,0.0
Pisa,Como,0,3,0.0,0.0,0,0.0,1.0,0.0
Lecce,Roma,0,2,0.0,0.0,0,0.0,1.0,0.0
Sassuolo,Juventus,0,3,0.0,0.0,0,0.0,1.0,0.0
Bologna,Atalanta,0,2,0.0,0.0,0,0.0,1.0,0.0
Napoli,Verona,2,2,0.0,0.0,0,0.0,1.0,0.0
Lazio,Fiorentina,2,2,0.0,0.0,0,0.0,1.0,0.0
Parma,Inter,0,2,0.0,0.0,0,0.0,1.0,0.0
Torino,Udinese,1,2,0.0,0.0,0,0.0,1.0,0.0
Cremonese,Cagliari,2,2,0.0,0.0,0,0.0,1.0,0.0
Milan,Genoa,1,1,0.0,0.0,0,0.0,1.0,0.0
Como,Bologna,1,1,0.0,0.0,0,0.0,1.0,0.0
Udinese,Pisa,2,2,0.0,0.0,0,0.0,1.0,0.0
Roma,Sassuolo,2,0,0.0,0.0,1,0.0,1.0,0.0
Atalanta,Torino,2,0,0.0,0.0,1,0.0,1.0,0.0
Lecce,Parma,1,2,0.0,0.0,0,0.0,1.0,0.0
Fiorentina,Milan,1,1,0.0,0.0,0,0.0,1.0,0.0
Verona,Lazio,0,1,0.0,0.0,0,0.0,1.0,0.0
Inter,Napoli,2,2,0.0,0.0,0,0.0,1.0,0.0
Genoa,Cagliari,3,0,0.0,0.0,1,0.0,1.0,0.0
Juventus,Cremonese,5,0,0.0,0.0,1,0.0,1.0,0.0
Napoli,Parma,0,0,0.0,0.0,0,0.0,1.0,0.0
Inter,Lecce,1,0,0.0,0.0,1,0.0,1.0,0.0
Verona,Bologna,2,3,0.0,0.0,0,0.0,1.0,0.0
Como,Milan,1,3,0.0,0.0,0,0.0,1.0,0.0
Pisa,Atalanta,1,1,0.0,0.0,0,0.0,1.0,0.0
Udinese,Inter,0,1,0.0,0.0,0,0.0,1.0,0.0
Napoli,Sassuolo,1,0,0.0,0.0,1,0.0,1.0,0.0
Cagliari,Juventus,1,0,0.0,0.0,1,0.0,1.0,0.0
Parma,Genoa,0,0,0.0,0.0,0,0.0,1.0,0.0
Bologna,Fiorentina,1,2,0.0,0.0,0,0.0,1.0,0.0
Torino,Roma,0,2,0.0,0.0,0,0.0,1.0,0.0
Milan,Lecce,1,0,0.0,0.0,1,0.0,1.0,0.0
Cremonese,Verona,0,0,0.0,0.0,0,0.0,1.0,0.0
Lazio,Como,0,3,0.0,0.0,0,0.0,1.0,0.0
Inter,Pisa,6,2,0.0,0.0,1,0.0,1.0,0.0
Como,Torino,6,0,0.0,0.0,1,0.0,1.0,0.0
Fiorentina,Cagliari,1,2,0.0,0.0,0,0.0,1.0,0.0
Lecce,Lazio,0,0,0.0,0.0,0,0.0,1.0,0.0
Sassuolo,Cremonese,1,0,0.0,0.0,1,0.0,1.0,0.0
Atalanta,Parma,4,0,0.0,0.0,1,0.0,1.0,0.0
Genoa,Bologna,3,2,0.0,0.0,1,0.0,1.0,0.0
Juventus,Napoli,3,0,0.0,0.0,1,0.0,1.0,0.0
Roma,Milan,1,1,0.0,0.0,0,0.0,1.0,0.0
Verona,Udinese,1,3,0.0,0.0,0,0.0,1.0,0.0
Lazio,Genoa,3,2,0.0,0.0,1,0.0,1.0,0.0
Pisa,Sassuolo,1,3,0.0,0.0,0,0.0,1.0,0.0
Napoli,Fiorentina,2,1,0.0,0.0,1,0.0,1.0,0.0
Cagliari,Verona,4,0,0.0,0.0,1,0.0,1.0,0.0
Torino,Lecce,1,0,0.0,0.0,1,0.0,1.0,0.0
Como,Atalanta,0,0,0.0,0.0,0,0.0,1.0,0.0
Cremonese,Inter,0,2,0.0,0.0,0,0.0,1.0,0.0
Parma,Juventus,1,4,0.0,0.0,0,0.0,1.0,0.0
Udinese,Roma,1,0,0.0,0.0,1,0.0,1.0,0.0
Bologna,Milan,0,3,0.0,0.0,0,0.0,1.0,0.0
Verona,Pisa,0,0,0.0,0.0,0,0.0,1.0,0.0
Genoa,Napoli,2,3,0.0,0.0,0,0.0,1.0,0.0
Fiorentina,Torino,2,2,0.0,0.0,0,0.0,1.0,0.0
Bologna,Parma,0,1,0.0,0.0,0,0.0,1.0,0.0
Lecce,Udinese,2,1,0.0,0.0,1,0.0,1.0,0.0
Sassuolo,Inter,0,5,0.0,0.0,0,0.0,1.0,0.0
Juventus,Lazio,2,2,0.0,0.0,0,0.0,1.0,0.0
Atalanta,Cremonese,2,1,0.0,0.0,1,0.0,1.0,0.0
Roma,Cagliari,2,0,0.0,0.0,1,0.0,1.0,0.0
Pisa,Milan,1,2,0.0,0.0,0,0.0,1.0,0.0
Como,Fiorentina,1,2,0.0,0.0,0,0.0,1.0,0.0
Lazio,Atalanta,0,2,0.0,0.0,0,0.0,1.0,0.0
Inter,Juventus,3,2,0.0,0.0,1,0.0,1.0,0.0
Udinese,Sassuolo,1,2,0.0,0.0,0,0.0,1.0,0.0
Cremonese,Genoa,0,0,0.0,0.0,0,0.0,1.0,0.0
Parma,Verona,2,1,0.0,0.0,1,0.0,1.0,0.0
Torino,Bologna,1,2,0.0,0.0,0,0.0,1.0,0.0
Napoli,Roma,2,2,0.0,0.0,0,0.0,1.0,0.0
Cagliari,Lecce,0,2,0.0,0.0,0,0.0,1.0,0.0
Milan,Como,1,1,0.0,0.0,0,0.0,1.0,0.0
Sassuolo,Verona,3,0,0.0,0.0,1,0.0,1.0,0.0
Juventus,Como,0,2,0.0,0.0,0,0.0,1.0,0.0
Lecce,Inter,0,2,0.0,0.0,0,0.0,1.0,0.0
Cagliari,Lazio,0,0,0.0,0.0,0,0.0,1.0,0.0
Genoa,Torino,3,0,0.0,0.0,1,0.0,1.0,0.0
Atalanta,Napoli,2,1,0.0,0.0,1,0.0,1.0,0.0
Milan,Parma,0,1,0.0,0.0,0,0.0,1.0,0.0
Roma,Cremonese,3,0,0.0,0.0,1,0.0,1.0,0.0
Fiorentina,Pisa,1,0,0.0,0.0,1,0.0,1.0,0.0
Bologna,Udinese,1,0,0.0,0.0,1,0.0,1.0,0.0
Parma,Cagliari,1,1,0.0,0.0,0,0.0,1.0,0.0
Como,Lecce,3,1,0.0,0.0,1,0.0,1.0,0.0
Verona,Napoli,1,2,0.0,0.0,0,0.0,1.0,0.0
Inter,Genoa,2,0,0.0,0.0,1,0.0,1.0,0.0
Cremonese,Milan,0,2,0.0,0.0,0,0.0,1.0,0.0
Sassuolo,Atalanta,2,1,0.0,0.0,1,0.0,1.0,0.0
Torino,Lazio,2,0,0.0,0.0,1,0.0,1.0,0.0
Roma,Juventus,3,3,0.0,0.0,0,0.0,1.0,0.0
Pisa,Bologna,0,1,0.0,0.0,0,0.0,1.0,0.0
